"Ref_ID","Cross_Ref_ID","Data_source","Title","Authors","Abstract_old","Abstract","S_Ref_Year","Journal","Volume","Start_page","End_page","Address","PubMed_entry","PubMed","Exclude_analysis","WGS_WXS","Comment","Tissue_processing","Start_material","Prescreening","Material_sequenced","Confirmation","exon2","exon3","exon4","exon5","exon6","exon7","exon8","exon9","exon10","exon11"
1407,,"journal","Detection of tumor cells in blood using CD45 magnetic cell separation followed by nested mutant allele-specific amplification of p53 and K- ras genes in patients with colorectal cancer","net.sourceforge.jtds.jdbc.ClobImpl@3f04a062","net.sourceforge.jtds.jdbc.ClobImpl@388c2918","net.sourceforge.jtds.jdbc.ClobImpl@720b0239",2000,"Int J Cancer",89,337,344,"net.sourceforge.jtds.jdbc.ClobImpl@2f64c6b1","PM:10956407","10956407",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1408,,"journal","Oncogenic aberrations in the p53 pathway are associated with a high S phase fraction and poor patient survival in B-cell Non-Hodgkin's lymphoma","net.sourceforge.jtds.jdbc.ClobImpl@35f9748f","net.sourceforge.jtds.jdbc.ClobImpl@6c644fc1","net.sourceforge.jtds.jdbc.ClobImpl@465482be",2000,"Int J Cancer",89,313,324,"net.sourceforge.jtds.jdbc.ClobImpl@4f0c858b","PM:10956404","10956404",false,"No","","","DNA","CDGE","direct",false,false,false,false,true,true,true,true,false,false,false
1409,,"journal","p53 analysis of laryngeal cancer in exon 4 to 9","net.sourceforge.jtds.jdbc.ClobImpl@312fcde9","net.sourceforge.jtds.jdbc.ClobImpl@7ffb864a","net.sourceforge.jtds.jdbc.ClobImpl@1dd8ba79",2000,"Anticancer Res",20,2613,2616,"net.sourceforge.jtds.jdbc.ClobImpl@36534494","PM:10953333","10953333",false,"No","","frozen","DNA","none","direct",false,false,false,true,true,true,true,true,true,false,false
1410,,"journal","p53 mutations do not predict response to paclitaxel in metastatic nonsmall cell lung carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@79dc9732","net.sourceforge.jtds.jdbc.ClobImpl@5ab68795","net.sourceforge.jtds.jdbc.ClobImpl@265e5c8",2000,"Cancer",89,769,773,"net.sourceforge.jtds.jdbc.ClobImpl@2e3e76f4","PM:10951339","10951339",false,"No","","","DNA","SSCP","direct",true,false,false,false,true,true,true,true,false,false,false
1411,,"journal","p53 gene mutations in Bowen's disease in Koreans: clustering in exon 5 and multiple mutations","net.sourceforge.jtds.jdbc.ClobImpl@33c61106","net.sourceforge.jtds.jdbc.ClobImpl@5d22a2c4","net.sourceforge.jtds.jdbc.ClobImpl@7044570d",2000,"Cancer Lett",158,27,33,"net.sourceforge.jtds.jdbc.ClobImpl@2d101627","PM:10940505","10940505",false,"No","","fixed","DNA","SSCP","direct",true,false,false,false,true,true,true,true,false,false,false
1412,,"journal","Genetic alternations of p73 are infrequent but may occur in early stage hepatocellular carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@2edd7ca2","net.sourceforge.jtds.jdbc.ClobImpl@6621df3f","net.sourceforge.jtds.jdbc.ClobImpl@340f10c9",2000,"Anticancer Res",20,1487,1492,"net.sourceforge.jtds.jdbc.ClobImpl@19038941","PM:10928060","10928060",false,"No","","frozen","RNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1413,,"journal","Detection of minimal residual cancer to investigate why oral tumors recur despite seemingly adequate treatment","net.sourceforge.jtds.jdbc.ClobImpl@5c7edeaf","net.sourceforge.jtds.jdbc.ClobImpl@34ce2a38","net.sourceforge.jtds.jdbc.ClobImpl@788bfd30",2000,"Clin Cancer Res",6,2718,2725,"net.sourceforge.jtds.jdbc.ClobImpl@7dc72ae1","PM:10914716","10914716",false,"No","","frozen","RNA","FASAY","cloned",false,false,false,true,true,true,true,true,true,false,false
1414,,"journal","Mutation of p53 with loss of heterozygosity in the osteosarcomatous component of a dedifferentiated chondrosarcoma","net.sourceforge.jtds.jdbc.ClobImpl@57e61850","net.sourceforge.jtds.jdbc.ClobImpl@123c677e","net.sourceforge.jtds.jdbc.ClobImpl@35f97a74",2000,"Virchows Arch",436,494,497,"net.sourceforge.jtds.jdbc.ClobImpl@71adde08","PM:10881744","10881744",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,false,false,false
1415,1415,"journal","p53 protein accumulation and mutations in normal and benign breast tissue","net.sourceforge.jtds.jdbc.ClobImpl@16ee6cf5","net.sourceforge.jtds.jdbc.ClobImpl@6718fec1","net.sourceforge.jtds.jdbc.ClobImpl@194c128c",2000,"Int J Cancer",87,73,78,"net.sourceforge.jtds.jdbc.ClobImpl@60ec233","PM:10861455","10861455",false,"No","","fixed","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,true,false
1416,,"journal","INK4a/ARF locus alterations in human non-Hodgkin's lymphomas mainly occur in tumors with wild-type p53 gene","net.sourceforge.jtds.jdbc.ClobImpl@63e29fc3","net.sourceforge.jtds.jdbc.ClobImpl@432c9b88","net.sourceforge.jtds.jdbc.ClobImpl@3a0d2913",2000,"Am J Pathol",156,1987,1996,"net.sourceforge.jtds.jdbc.ClobImpl@4ae26b3b","PM:10854221","10854221",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,false,false
1417,,"journal","MDM2 overexpression with alteration of the p53 protein and gene status in oral carcinogenesis","net.sourceforge.jtds.jdbc.ClobImpl@3d09e923","net.sourceforge.jtds.jdbc.ClobImpl@1a5ec5d1","net.sourceforge.jtds.jdbc.ClobImpl@49482238",2000,"Jpn J Cancer Res",91,492,498,"net.sourceforge.jtds.jdbc.ClobImpl@102a3399","PM:10835493","10835493",false,"No","","frozen","RNA","SSCP","direct",true,false,false,true,true,true,true,true,true,true,false
1418,,"journal","Alterations in exon 4 of the p53 gene in gastric carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@6218804e","net.sourceforge.jtds.jdbc.ClobImpl@e04b191","net.sourceforge.jtds.jdbc.ClobImpl@6d50b8b",2000,"Gastroenterology",118,1039,1044,"net.sourceforge.jtds.jdbc.ClobImpl@47225633","PM:10833478","10833478",false,"No","","fixed","DNA","none","direct",false,false,false,true,false,false,false,false,false,false,false
1419,,"journal","p53 gene mutation and protein expression in operable non-small cell lung cancer in Poland","net.sourceforge.jtds.jdbc.ClobImpl@619ea469","net.sourceforge.jtds.jdbc.ClobImpl@4a3d19f2","net.sourceforge.jtds.jdbc.ClobImpl@649aca6d",2000,"Eur J Cancer Prev",9,81,87,"net.sourceforge.jtds.jdbc.ClobImpl@31dc9b03","PM:10830574","10830574",false,"No","","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1420,1180,"journal","Comparison of TP53 mutations identified by oligonucleotide microarray and conventional DNA sequence analysis","net.sourceforge.jtds.jdbc.ClobImpl@25f5dcbd","net.sourceforge.jtds.jdbc.ClobImpl@7a5a378","net.sourceforge.jtds.jdbc.ClobImpl@35ded843",2000,"Cancer Res",60,2716,2722,"net.sourceforge.jtds.jdbc.ClobImpl@608f5978","PM:10825146","10825146",false,"No","See also 1572","frozen","DNA","AmpliChip","direct",false,true,true,true,true,true,true,true,true,true,true
1421,,"journal","Mutation analysis of replicative genes encoding the large subunits of DNA polymerase alpha and replication factors A and C in human sporadic colorectal cancers","net.sourceforge.jtds.jdbc.ClobImpl@6b1471e0","net.sourceforge.jtds.jdbc.ClobImpl@4100b199","net.sourceforge.jtds.jdbc.ClobImpl@2df653a",2000,"Int J Cancer",86,318,324,"net.sourceforge.jtds.jdbc.ClobImpl@1881a880","PM:10760817","10760817",false,"No","","frozen","RNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1422,1350,"journal","Microsatellite instability and k-ras, p53 mutations in thyroid lymphoma","net.sourceforge.jtds.jdbc.ClobImpl@50525101","net.sourceforge.jtds.jdbc.ClobImpl@149abeeb","net.sourceforge.jtds.jdbc.ClobImpl@6d15eff7",2000,"Jpn J Cancer Res",91,280,286,"net.sourceforge.jtds.jdbc.ClobImpl@78459f7d","PM:10760686","10760686",false,"No","Duplicate of ref 1350","fixed","DNA","SSCP","direct",true,false,false,false,true,true,true,true,false,false,false
1423,,"journal","Circulating p53 antibodies, p53 gene mutational profile and product accumulation in esophageal squamous-cell carcinoma in India","net.sourceforge.jtds.jdbc.ClobImpl@3add132d","net.sourceforge.jtds.jdbc.ClobImpl@7bf19f7b","net.sourceforge.jtds.jdbc.ClobImpl@39d9ada5",2000,"Int J Cancer",85,791,795,"net.sourceforge.jtds.jdbc.ClobImpl@6d336394","PM:10709097","10709097",false,"No","","frozen","DNA","none","direct",false,false,false,false,true,true,true,true,true,false,false
1424,,"journal","Prognostic significance of TP53 gene mutation in 995 cases of colorectal carcinoma. Influence of tumour site, stage, adjuvant chemotherapy and type of mutation","net.sourceforge.jtds.jdbc.ClobImpl@3fa55164","net.sourceforge.jtds.jdbc.ClobImpl@48580bac","net.sourceforge.jtds.jdbc.ClobImpl@3c183387",2000,"Eur J Cancer",36,2053,2060,"net.sourceforge.jtds.jdbc.ClobImpl@4ac1c853","PM:11044641","11044641",false,"No","","","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,true,false
1425,969,"data request","Prognostic significance of mutations to different structural and functional regions of the p53 gene in breast cancer","net.sourceforge.jtds.jdbc.ClobImpl@5f7a9e1e","net.sourceforge.jtds.jdbc.ClobImpl@57f7eb36","net.sourceforge.jtds.jdbc.ClobImpl@2a0e6e44",2000,"Clin Cancer Res",6,443,451,"net.sourceforge.jtds.jdbc.ClobImpl@6ec9b806","PM:10690522","10690522",false,"No","","","DNA","SSCP","direct",false,false,false,true,true,true,true,true,false,false,false
1426,,"journal","The frequency of p53, K-ras mutations, and microsatellite instability differs in uterine endometrioid and serous carcinoma: evidence of distinct molecular genetic pathways","net.sourceforge.jtds.jdbc.ClobImpl@654851af","net.sourceforge.jtds.jdbc.ClobImpl@d0ea86b","net.sourceforge.jtds.jdbc.ClobImpl@542b8bc0",2000,"Cancer",88,814,824,"net.sourceforge.jtds.jdbc.ClobImpl@770110cb","PM:10679651","10679651",false,"No","","frozen","DNA","none","direct",true,false,false,false,true,true,true,true,false,false,false
1427,,"journal","p53 mutations and expression in breast carcinoma in situ","net.sourceforge.jtds.jdbc.ClobImpl@50e3e2ad","net.sourceforge.jtds.jdbc.ClobImpl@2856452a","net.sourceforge.jtds.jdbc.ClobImpl@20abbe6b",2000,"Am J Pathol",156,183,191,"net.sourceforge.jtds.jdbc.ClobImpl@5fd365fd","PM:10623666","10623666",false,"No","","frozen","DNA","SSCP","direct",true,true,true,true,true,true,true,true,true,true,true
1428,,"journal","Molecular abnormalities of p53, MDM2, and H-ras in synovial sarcoma","net.sourceforge.jtds.jdbc.ClobImpl@10ea1220","net.sourceforge.jtds.jdbc.ClobImpl@a0f6a02","net.sourceforge.jtds.jdbc.ClobImpl@77aad5ce",2000,"Mod Pathol",13,994,1004,"net.sourceforge.jtds.jdbc.ClobImpl@3392ba4b","PM:11007040","11007040",false,"No","","fixed","DNA","SSCP/none","direct",false,false,false,false,true,true,true,true,true,false,false
1429,,"journal","Mdm2 gene amplification in gastric cancer correlation with expression of Mdm2 protein and p53 alterations","net.sourceforge.jtds.jdbc.ClobImpl@7329d50b","net.sourceforge.jtds.jdbc.ClobImpl@207ee16","net.sourceforge.jtds.jdbc.ClobImpl@23a25f3d",2000,"Mod Pathol",13,621,626,"net.sourceforge.jtds.jdbc.ClobImpl@544f9e0","PM:10874665","10874665",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,false,false,false
1430,,"journal","Molecular characteristics of eight gastric cancer cell lines established in Japan","net.sourceforge.jtds.jdbc.ClobImpl@3878e5ce","net.sourceforge.jtds.jdbc.ClobImpl@5b2cb89","net.sourceforge.jtds.jdbc.ClobImpl@34d837b5",2000,"Pathol Int",50,767,777,"net.sourceforge.jtds.jdbc.ClobImpl@16f15337","PM:11107048","11107048",false,"No","","","","","",false,false,false,false,true,true,true,true,false,false,false
1432,,"journal","p53 gene status and response to platinum/paclitaxel-based chemotherapy in advanced ovarian carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@695892b2","net.sourceforge.jtds.jdbc.ClobImpl@7aa5e293","net.sourceforge.jtds.jdbc.ClobImpl@fb507ed",2000,"J Clin Oncol",18,3936,3945,"net.sourceforge.jtds.jdbc.ClobImpl@134195c7","PM:11099323","11099323",false,"No","","fixed/frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
1433,,"journal","Adenovirus-mediated transfer of the p53 gene produces rapid and generalized death of human glioma cells via apoptosis","net.sourceforge.jtds.jdbc.ClobImpl@3ea1581f","net.sourceforge.jtds.jdbc.ClobImpl@6bc59422","net.sourceforge.jtds.jdbc.ClobImpl@4c686cd8",1996,"Cancer Res",56,694,699,"net.sourceforge.jtds.jdbc.ClobImpl@5398373f","PM:8630997","8630997",false,"No","","","RNA","none","direct",true,false,false,false,true,true,true,true,false,false,false
1434,1367,"journal","Genetic analysis of Tp53 from urine sediment as a tool for diagnosing recurrence and residual of bladder carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@67cdecf3","net.sourceforge.jtds.jdbc.ClobImpl@206e10ac","net.sourceforge.jtds.jdbc.ClobImpl@2fefb6d5",2000,"Eur Urol",38,426,433,"net.sourceforge.jtds.jdbc.ClobImpl@3ddc4dd8","PM:11025381","11025381",false,"No","","frozen","DNA","TTGE","direct",false,false,false,false,true,true,true,true,false,false,false
1436,1205,"journal","Prognostic value of p53 gene mutations and the product expression in de novo acute myeloid leukemia","net.sourceforge.jtds.jdbc.ClobImpl@35fe84e4","net.sourceforge.jtds.jdbc.ClobImpl@65451987","net.sourceforge.jtds.jdbc.ClobImpl@37ce52e4",2000,"Eur J Haematol",65,23,31,"net.sourceforge.jtds.jdbc.ClobImpl@68237b48","PM:10914936","10914936",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1437,,"journal","Pilocytic astrocytomas do not show most of the genetic changes commonly seen in diffuse astrocytomas","net.sourceforge.jtds.jdbc.ClobImpl@293b1b0c","net.sourceforge.jtds.jdbc.ClobImpl@64ffb68d","net.sourceforge.jtds.jdbc.ClobImpl@21639184",2000,"Histopathology",37,437,444,"net.sourceforge.jtds.jdbc.ClobImpl@526947db","PM:11119125","11119125",false,"No","","fixed","DNA","SSCP","direct",true,false,false,false,true,true,true,true,false,false,false
1438,,"journal","Apoptosis and cell proliferation in the metaplasia-dysplasia-carcinoma- sequence of Barrett's esophagus","net.sourceforge.jtds.jdbc.ClobImpl@237bd5e1","net.sourceforge.jtds.jdbc.ClobImpl@3aa954dd","net.sourceforge.jtds.jdbc.ClobImpl@7fb0dbd",2000,"Hepatogastroenterology",47,962,966,"net.sourceforge.jtds.jdbc.ClobImpl@1fb4d506","PM:11020858","11020858",false,"No","","fixed","DNA","none","direct",false,false,false,true,true,true,true,true,false,false,false
1439,,"journal","Mutation profile of the p53, fhit, p16INK4a/p19ARF and H-ras genes in Indian breast carcinomas","net.sourceforge.jtds.jdbc.ClobImpl@621dcfcc","net.sourceforge.jtds.jdbc.ClobImpl@126260ee","net.sourceforge.jtds.jdbc.ClobImpl@4dab01fa",2000,"Int J Oncol",17,1031,1035,"net.sourceforge.jtds.jdbc.ClobImpl@748ee1ac","PM:11029509","11029509",false,"No","","fresh","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1440,,"journal","Molecular and clinical features of non-Burkitt's, diffuse large-cell lymphoma of B-cell type associated with the c-MYC/immunoglobulin heavy- chain fusion gene","net.sourceforge.jtds.jdbc.ClobImpl@78e1335e","net.sourceforge.jtds.jdbc.ClobImpl@790559bc","net.sourceforge.jtds.jdbc.ClobImpl@6c3423b7",2000,"J Clin Oncol",18,510,518,"net.sourceforge.jtds.jdbc.ClobImpl@6f343c1c","PM:10653866","10653866",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
1441,589,"journal","BCL-1 rearrangements and p53 mutations in atypical chronic lymphocytic leukemia with t(11;14)(q13;q32)","net.sourceforge.jtds.jdbc.ClobImpl@1ebe8967","net.sourceforge.jtds.jdbc.ClobImpl@4d25ebb5","net.sourceforge.jtds.jdbc.ClobImpl@41403d",2000,"Haematologica",85,913,921,"net.sourceforge.jtds.jdbc.ClobImpl@4e5b58f5","PM:10980628","10980628",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
1442,1442,"journal","Correlation between morphological heterogeneity and genetic alteration within one tumor in adenocarcinomas of the lung","net.sourceforge.jtds.jdbc.ClobImpl@24c415e8","net.sourceforge.jtds.jdbc.ClobImpl@465e2a86","net.sourceforge.jtds.jdbc.ClobImpl@4c94dad8",2000,"Pathol Int",50,891,896,"net.sourceforge.jtds.jdbc.ClobImpl@589cbf4f","PM:11107065","11107065",false,"No","See ref 1443","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1443,1442,"journal","Correlation between genetic alterations and histopathological subtypes in bronchiolo-alveolar carcinoma and atypical adenomatous hyperplasia of the lung","net.sourceforge.jtds.jdbc.ClobImpl@5cf39ae1","net.sourceforge.jtds.jdbc.ClobImpl@6bce91e3","net.sourceforge.jtds.jdbc.ClobImpl@166d458",2000,"Pathol Int",50,778,785,"net.sourceforge.jtds.jdbc.ClobImpl@3c3d75fc","PM:11107049","11107049",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1444,,"journal","Extrapleural solitary fibrous tumor: clinicopathologic study of 17 cases and molecular analysis of the p53 pathway","net.sourceforge.jtds.jdbc.ClobImpl@7c59c408","net.sourceforge.jtds.jdbc.ClobImpl@638703e9","net.sourceforge.jtds.jdbc.ClobImpl@5474cfd5",2000,"APMIS",108,617,625,"net.sourceforge.jtds.jdbc.ClobImpl@331d232","PM:11110050","11110050",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1445,,"journal","A comprehensive karyotypic analysis on a newly developed hepatocellular carcinoma cell line, HKCI-1, by spectral karyotyping and comparative genomic hybridization","net.sourceforge.jtds.jdbc.ClobImpl@31fa2fd8","net.sourceforge.jtds.jdbc.ClobImpl@6ab9ea45","net.sourceforge.jtds.jdbc.ClobImpl@18c18aa0",2000,"Cancer Genet Cytogenet",121,9,16,"net.sourceforge.jtds.jdbc.ClobImpl@15ec6bc8","PM:10958934","10958934",false,"No","","","DNA","SSCP","direct",false,true,true,true,true,true,true,true,true,true,true
1446,,"journal","Detection of aberrations of 17p and p53 gene in gastrointestinal cancers by dual (two-color) fluorescence in situ hybridization and GeneChip p53 assay","net.sourceforge.jtds.jdbc.ClobImpl@75081242","net.sourceforge.jtds.jdbc.ClobImpl@50462564","net.sourceforge.jtds.jdbc.ClobImpl@44c63146",2000,"Cancer Genet Cytogenet",121,38,43,"net.sourceforge.jtds.jdbc.ClobImpl@3282a03d","PM:10958939","10958939",false,"No","","","DNA","AmpliChip","direct",false,true,true,true,true,true,true,true,true,true,true
1447,,"journal","p53 intronic point mutation, aberrant splicing and telomeric associations in a case of B-chronic lymphocytic leukaemia","net.sourceforge.jtds.jdbc.ClobImpl@7ad2e2d","net.sourceforge.jtds.jdbc.ClobImpl@66a146b9","net.sourceforge.jtds.jdbc.ClobImpl@1398072a",2000,"Br J Haematol",111,223,229,"net.sourceforge.jtds.jdbc.ClobImpl@34bcce2c","PM:11091205","11091205",false,"No","","","RNA","none","cloned",false,true,true,true,true,true,true,true,true,true,true
1448,183,"journal","Analysis of the p16INK4, p14ARF, p15, TP53, and MDM2 genes and their prognostic implications in osteosarcoma and Ewing sarcoma","net.sourceforge.jtds.jdbc.ClobImpl@5a0e42d0","net.sourceforge.jtds.jdbc.ClobImpl@36f643a6","net.sourceforge.jtds.jdbc.ClobImpl@6584a305",2000,"Cancer Genet Cytogenet",120,91,98,"net.sourceforge.jtds.jdbc.ClobImpl@371bcc37","PM:10942797","10942797",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
